"<ID|readonly|noverify>";"<English>"
"air_defence/arcade_ussr_37mm_1";"AAA"
"air_defence/arcade_ussr_37mm_2";"AAA"
#
"air_defence/arcade_ussr_85mm_0";"AAA"
"air_defence/arcade_ussr_85mm_1";"AAA"
"air_defence/arcade_ussr_85mm_2";"AAA"
#
"structures/barrage_balloon_b_unit_0";"Barrage balloon"
"structures/barrage_balloon_b_unit_1";"Balloon"
"structures/barrage_balloon_b_unit_2";"Balloon"
#
"structures/barrage_balloon_unit_0";"Barrage balloon"
"structures/barrage_balloon_unit_1";"Balloon"
"structures/barrage_balloon_unit_2";"Balloon"
#
"structures/barrage_balloon_unit_light_0";"Barrage balloon"
"structures/barrage_balloon_unit_light_1";"Balloon"
"structures/barrage_balloon_unit_light_2";"Balloon"
#
"structures/germ_37mm_pak36_0";"Artillery"
"structures/germ_37mm_pak36_1";"Artillery"
"structures/germ_37mm_pak36_2";"Artillery"
#
"structures/germ_37mm_pak36_noground_light_0";"Artillery"
"structures/germ_37mm_pak36_noground_light_1";"Artillery"
"structures/germ_37mm_pak36_noground_light_2";"Artillery"
#
"structures/germ_37mm_pak36_noground_0";"Artillery"
"structures/germ_37mm_pak36_noground_1";"Artillery"
"structures/germ_37mm_pak36_noground_2";"Artillery"
#
"structures/germ_50mm_pak38_0";"Artillery"
"structures/germ_50mm_pak38_1";"Artillery"
"structures/germ_50mm_pak38_2";"Artillery"
#
"structures/germ_75mm_pak40_0";"Artillery"
"structures/germ_75mm_pak40_1";"Artillery"
"structures/germ_75mm_pak40_2";"Artillery"
#
"structures/germ_75mm_pak40_noground_0";"Artillery"
"structures/germ_75mm_pak40_noground_1";"Artillery"
"structures/germ_75mm_pak40_noground_2";"Artillery"
#
"structures/germ_88mm_pak43_0";"Artillery"
"structures/germ_88mm_pak43_1";"Artillery"
"structures/germ_88mm_pak43_2";"Artillery"
#
"structures/germ_88mm_pak43_noground_0";"Artillery"
"structures/germ_88mm_pak43_noground_1";"Artillery"
"structures/germ_88mm_pak43_noground_2";"Artillery"
#
"structures/germ_quest_large_art_0";"Howitzer"
"structures/germ_quest_large_art_1";"Howitzer"
"structures/germ_quest_large_art_2";"Howitzer"
#
"structures/germ_quest_large_art_noground_0";"Howitzer"
"structures/germ_quest_large_art_noground_1";"Howitzer"
"structures/germ_quest_large_art_noground_2";"Howitzer"
#
"structures/jpn_37mm_t94_0";"Artillery"
"structures/jpn_37mm_t94_1";"Artillery"
"structures/jpn_37mm_t94_2";"Artillery"
#
"structures/jpn_37mm_t94_coastfort_0";"Artillery"
"structures/jpn_37mm_t94_coastfort_1";"Artillery"
"structures/jpn_37mm_t94_coastfort_2";"Artillery"
#
"structures/jpn_47mm_t1_0";"Artillery"
"structures/jpn_47mm_t1_1";"Artillery"
"structures/jpn_47mm_t1_2";"Artillery"
#
"structures/jpn_47mm_t1_coastfort_0";"Artillery"
"structures/jpn_47mm_t1_coastfort_1";"Artillery"
"structures/jpn_47mm_t1_coastfort_2";"Artillery"
#
"structures/jpn_75mm_t90_0";"Artillery"
"structures/jpn_75mm_t90_1";"Artillery"
"structures/jpn_75mm_t90_2";"Artillery"
#
"structures/jpn_75mm_t90_coastfort_0";"Artillery"
"structures/jpn_75mm_t90_coastfort_1";"Artillery"
"structures/jpn_75mm_t90_coastfort_2";"Artillery"
#
"structures/jpn_75mm_t90_noground_0";"Artillery"
"structures/jpn_75mm_t90_noground_1";"Artillery"
"structures/jpn_75mm_t90_noground_2";"Artillery"
#
"structures/jpn_75mm_t90_sandfort_0";"Artillery"
"structures/jpn_75mm_t90_sandfort_1";"Artillery"
"structures/jpn_75mm_t90_sandfort_2";"Artillery"
#
"structures/ussr_2a36_giatsint_b_0";"2A36 Gun"
"structures/ussr_2a36_giatsint_b_1";"2A36 Gun"
"structures/ussr_2a36_giatsint_b_2";"Long Range artillery"
#
"structures/us_m198_0";"M198 howitzer"
"structures/us_m198_1";"M198 howitzer"
"structures/us_m198_2";"Long Range artillery"
#
"structures/watch_tower_0";"Watchtower"
"structures/watch_tower_1";"Watchtower"
"structures/watch_tower_2";"Watchtower"
#
"structures/stuff_barrels_0";"Barrels"
"structures/stuff_barrels_1";"Barrels"
"structures/stuff_barrels_2";"Barrels"
#
"structures/stuff_caissons_0";"Caissons"
"structures/stuff_caissons_1";"Caissons"
"structures/stuff_caissons_2";"Caissons"
#
"structures/stuff_tentBarrels_0";"Barrels"
"structures/stuff_tentBarrels_1";"Barrels"
"structures/stuff_tentBarrels_2";"Barrels"
#
"structures/stuff_tentCaissons_0";"Caissons"
"structures/stuff_tentCaissons_1";"Caissons"
"structures/stuff_tentCaissons_2";"Caissons"
#
"structures/uk_57mm_mkIV_0";"Artillery"
"structures/uk_57mm_mkIV_1";"Artillery"
"structures/uk_57mm_mkIV_2";"Artillery"
#
"structures/uk_87mm_mkII_0";"Artillery"
"structures/uk_87mm_mkII_1";"Artillery"
"structures/uk_87mm_mkII_2";"Artillery"
#
"structures/uk_87mm_mkII_noground_0";"Artillery"
"structures/uk_87mm_mkII_noground_1";"Artillery"
"structures/uk_87mm_mkII_noground_2";"Artillery"
#
"structures/uk_bunker_with_naval_cannon_0";"Pillbox"
"structures/uk_bunker_with_naval_cannon_1";"Pillbox"
"structures/uk_bunker_with_naval_cannon_2";"Pillbox"
#
"structures/uk_bunker_0";"Pillbox"
"structures/uk_bunker_1";"Pillbox"
"structures/uk_bunker_2";"Pillbox"
#
"structures/uk_bunker_extra_heavy_0";"Heavy Pillbox"
"structures/uk_bunker_extra_heavy_1";"Heavy Pillbox"
"structures/uk_bunker_extra_heavy_2";"Heavy Pillbox"
#
"structures/uk_bunker_light_0";"Light Pillbox"
"structures/uk_bunker_light_1";"Light Pillbox"
"structures/uk_bunker_light_2";"Light Pillbox"
#
"structures/uk_bunker_light_fat_0";"Light Pillbox"
"structures/uk_bunker_light_fat_1";"Light Pillbox"
"structures/uk_bunker_light_fat_2";"Light Pillbox"
#
"structures/us_105mm_m2a1_0";"Artillery"
"structures/us_105mm_m2a1_1";"Artillery"
"structures/us_105mm_m2a1_2";"Artillery"
#
"structures/us_105mm_m2a1_noground_0";"Artillery"
"structures/us_105mm_m2a1_noground_1";"Artillery"
"structures/us_105mm_m2a1_noground_2";"Artillery"
#
"structures/us_155mm_m114_0";"Artillery"
"structures/us_155mm_m114_1";"Artillery"
"structures/us_155mm_m114_2";"Artillery"
#
"structures/us_155mm_m114_ultimate_0";"Artillery"
"structures/us_155mm_m114_ultimate_1";"Artillery"
"structures/us_155mm_m114_ultimate_2";"Artillery"
#
"structures/us_37mm_m3_0";"Artillery"
"structures/us_37mm_m3_1";"Artillery"
"structures/us_37mm_m3_2";"Artillery"
#
"structures/us_37mm_m3_noground_0";"Artillery"
"structures/us_37mm_m3_noground_1";"Artillery"
"structures/us_37mm_m3_noground_2";"Artillery"
#
"structures/us_57mm_m1_0";"Artillery"
"structures/us_57mm_m1_1";"Artillery"
"structures/us_57mm_m1_2";"Artillery"
#
"structures/us_57mm_m1_noground_0";"Artillery"
"structures/us_57mm_m1_noground_1";"Artillery"
"structures/us_57mm_m1_noground_2";"Artillery"
#
"structures/ussr_152mm_ml20_0";"Artillery"
"structures/ussr_152mm_ml20_1";"Artillery"
"structures/ussr_152mm_ml20_2";"Artillery"
#
"structures/ussr_152mm_ml20_large_0";"Artillery"
"structures/ussr_152mm_ml20_large_1";"Artillery"
"structures/ussr_152mm_ml20_large_2";"Artillery"
#
"structures/ussr_152mm_d1_illum_0";"Artillery"
"structures/ussr_152mm_d1_illum_1";"Artillery"
"structures/ussr_152mm_d1_illum_2";"Artillery"
#
"wheeled_vehicles/us_m_270_mlrs_0";"M270 MLRS"
"wheeled_vehicles/us_m_270_mlrs_1";"M270 MLRS"
"wheeled_vehicles/us_m_270_mlrs_2";"MLRS"
#
"wheeled_vehicles/ussr_bm_21_grad_0";"BM-21 MLRS"
"wheeled_vehicles/ussr_bm_21_grad_1";"BM-21 MLRS"
"wheeled_vehicles/ussr_bm_21_grad_2";"MLRS"
#
"structures/ussr_quest_large_art_0";"Howitzer"
"structures/ussr_quest_large_art_1";"Howitzer"
"structures/ussr_quest_large_art_2";"Howitzer"
#
"structures/ussr_quest_large_art_noground_0";"Howitzer"
"structures/ussr_quest_large_art_noground_1";"Howitzer"
"structures/ussr_quest_large_art_noground_2";"Howitzer"
#
"structures/ussr_57mm_zis2_0";"Artillery"
"structures/ussr_57mm_zis2_1";"Artillery"
"structures/ussr_57mm_zis2_2";"Artillery"
#
"structures/ussr_57mm_zis2_noground_0";"Artillery"
"structures/ussr_57mm_zis2_noground_1";"Artillery"
"structures/ussr_57mm_zis2_noground_2";"Artillery"
#
"structures/ussr_76mm_zis3_0";"Artillery"
"structures/ussr_76mm_zis3_1";"Artillery"
"structures/ussr_76mm_zis3_2";"Artillery"
#
"structures/ussr_76mm_zis3_noground_0";"Artillery"
"structures/ussr_76mm_zis3_noground_1";"Artillery"
"structures/ussr_76mm_zis3_noground_2";"Artillery"
#
"structures/ussr_122mm_m30_0";"Artillery"
"structures/ussr_122mm_m30_1";"Artillery"
"structures/ussr_122mm_m30_2";"Artillery"
#
"structures/ussr_122mm_m30_event_0";"Artillery"
"structures/ussr_122mm_m30_event_1";"Artillery"
"structures/ussr_122mm_m30_event_2";"Artillery"
#
"structures/ussr_122mm_m30_noground_0";"Artillery"
"structures/ussr_122mm_m30_noground_1";"Artillery"
"structures/ussr_122mm_m30_noground_2";"Artillery"
#
"structures/ussr_152mm_d1_0";"Artillery"
"structures/ussr_152mm_d1_1";"Artillery"
"structures/ussr_152mm_d1_2";"Artillery"
#
"structures/203mm_artillery_event_0";"Artillery"
"radars/us_an_tps_43_radar_0";"TPS-43 Radar"
"radars/us_an_tps_43_radar_1";"TPS-43 Radar"
"radars/us_an_tps_43_radar_2";"Radar"
#
"radars/ussr_p_37_radar_0";"P-37 Radar"
"radars/ussr_p_37_radar_1";"P-37 Radar"
"radars/ussr_p_37_radar_2";"Radar"
#
"wheeled_vehicles/us_m_752_launcher_0";"MGM-52 Lance | Tactical Ballistic Missile Launcher"
"wheeled_vehicles/us_m_752_launcher_1";"MGM-52 Lance"
"wheeled_vehicles/us_m_752_launcher_2";"MGM-52 Lance"
#
"wheeled_vehicles/ussr_9k_72_launcher_0";"9K72 | R-17 Elbrus | SS-1C Scud-B | Tactical Ballistic Missile Launcher"
"wheeled_vehicles/ussr_9k_72_launcher_1";"SS-1C Scud-B"
"wheeled_vehicles/ussr_9k_72_launcher_2";"SS-1C Scud-B"
#
"structures/swe_120mm_coastal_0";"Coastal artillery"
"structures/swe_120mm_coastal_1";"Coastal artillery"
"structures/swe_120mm_coastal_2";"Coastal artillery"
#
"structures/swe_152mm_coastal_0";"Coastal artillery"
"structures/swe_152mm_coastal_1";"Coastal artillery"
"structures/swe_152mm_coastal_2";"Coastal artillery"
#
"structures/us_152mm_coastal_0";"Coastal artillery"
"structures/us_152mm_coastal_1";"Coastal artillery"
"structures/us_152mm_coastal_2";"Coastal artillery"
#
"structures/heavy_lasgun_carrier_shop";"Orbital lasgun"
"tracked_vehicles/germ_hummel_0";"SPG"
"tracked_vehicles/germ_hummel_1";"SPG"
"tracked_vehicles/germ_hummel_2";"SPG"
#
"tracked_vehicles/germ_jagdpanther_0";"SPG"
"tracked_vehicles/germ_jagdpanther_1";"SPG"
"tracked_vehicles/germ_jagdpanther_2";"SPG"
#
"tracked_vehicles/germ_marderIII_0";"SPG"
"tracked_vehicles/germ_marderIII_1";"SPG"
"tracked_vehicles/germ_marderIII_2";"SPG"
#
"tracked_vehicles/germ_pzIIf_0";"Light tank"
"tracked_vehicles/germ_pzIIf_1";"Light tank"
"tracked_vehicles/germ_pzIIf_2";"Light tank"
#
"tracked_vehicles/germ_pzIIIj_0";"Medium tank"
"tracked_vehicles/germ_pzIIIj_1";"Medium tank"
"tracked_vehicles/germ_pzIIIj_2";"Medium tank"
#
"tracked_vehicles/germ_pzIVc_0";"Medium tank"
"tracked_vehicles/germ_pzIVc_1";"Medium tank"
"tracked_vehicles/germ_pzIVc_2";"Medium tank"
#
"tracked_vehicles/germ_pzIVh_0";"Medium tank"
"tracked_vehicles/germ_pzIVh_1";"Medium tank"
"tracked_vehicles/germ_pzIVh_2";"Medium tank"
#
"tracked_vehicles/italy_semovente_75_18_0";"Medium tank"
"tracked_vehicles/italy_semovente_75_18_1";"Medium tank"
"tracked_vehicles/italy_semovente_75_18_2";"Medium tank"
#
"tracked_vehicles/germ_pzV_a_panter_0";"Heavy tank"
"tracked_vehicles/germ_pzV_a_panter_1";"Heavy tank"
"tracked_vehicles/germ_pzV_a_panter_3";"Heavy tank"
#
"tracked_vehicles/germ_pzV_g_panter_0";"Heavy tank"
"tracked_vehicles/germ_pzV_g_panter_1";"Heavy tank"
"tracked_vehicles/germ_pzV_g_panter_3";"Heavy tank"
#
"tracked_vehicles/germ_stugIII_0";"SPG"
"tracked_vehicles/germ_stugIII_1";"SPG"
"tracked_vehicles/germ_stugIII_2";"SPG"
#
"tracked_vehicles/germ_stugIIID_0";"SPG"
"tracked_vehicles/germ_stugIIID_1";"SPG"
"tracked_vehicles/germ_stugIIID_2";"SPG"
#
"tracked_vehicles/germ_stugIV_0";"SPG"
"tracked_vehicles/germ_stugIV_1";"SPG"
"tracked_vehicles/germ_stugIV_2";"SPG"
#
"tracked_vehicles/germ_tigerI_0";"Heavy tank"
"tracked_vehicles/germ_tigerI_1";"Heavy tank"
"tracked_vehicles/germ_tigerI_2";"Heavy tank"
#
"tracked_vehicles/germ_tigerII_0";"Heavy tank"
"tracked_vehicles/germ_tigerII_1";"Heavy tank"
"tracked_vehicles/germ_tigerII_2";"Heavy tank"
#
"tracked_vehicles/germ_wespe_0";"Light tank"
"tracked_vehicles/germ_wespe_1";"Light tank"
"tracked_vehicles/germ_wespe_2";"Light tank"
#
"tracked_vehicles/jpn_t89_IGo_0";"Light tank"
"tracked_vehicles/jpn_t89_IGo_1";"Light tank"
"tracked_vehicles/jpn_t89_IGo_2";"Light tank"
#
"tracked_vehicles/jpn_t95_HaGo_0";"Armored Car"
"tracked_vehicles/jpn_t95_HaGo_1";"Armored Car"
"tracked_vehicles/jpn_t95_HaGo_2";"Armored Car"
#
"tracked_vehicles/jpn_t97_ChiHa_0";"Light tank"
"tracked_vehicles/jpn_t97_ChiHa_1";"Light tank"
"tracked_vehicles/jpn_t97_ChiHa_2";"Light tank"
#
"tracked_vehicles/jpn_t97_Shinhoto_ChiHa_0";"Light tank"
"tracked_vehicles/jpn_t97_Shinhoto_ChiHa_1";"Light tank"
"tracked_vehicles/jpn_t97_Shinhoto_ChiHa_2";"Light tank"
#
"tracked_vehicles/jpn_t97_ChiHa_Med_0";"Medium tank"
"tracked_vehicles/jpn_t97_ChiHa_Med_1";"Medium tank"
"tracked_vehicles/jpn_t97_ChiHa_Med_2";"Medium tank"
#
"tracked_vehicles/uk_matilda_mkII_0";"Medium tank"
"tracked_vehicles/uk_matilda_mkII_1";"Medium tank"
"tracked_vehicles/uk_matilda_mkII_2";"Medium tank"
#
"tracked_vehicles/us_m10_0";"Medium tank"
"tracked_vehicles/us_m10_1";"Medium tank"
"tracked_vehicles/us_m10_2";"Medium tank"
#
"tracked_vehicles/us_m3_lee_0";"Medium tank"
"tracked_vehicles/us_m3_lee_1";"Medium tank"
"tracked_vehicles/us_m3_lee_2";"Medium tank"
#
"tracked_vehicles/us_m4a1_0";"Medium tank"
"tracked_vehicles/us_m4a1_1";"Medium tank"
"tracked_vehicles/us_m4a1_2";"Medium tank"
#
"tracked_vehicles/us_m4a1_calliope_0";"Medium tank"
"tracked_vehicles/us_m4a1_calliope_1";"Medium tank"
"tracked_vehicles/us_m4a1_calliope_2";"Medium tank"
#
"tracked_vehicles/us_m4a2_0";"Medium tank"
"tracked_vehicles/us_m4a2_1";"Medium tank"
"tracked_vehicles/us_m4a2_2";"Medium tank"
#
"tracked_vehicles/us_m4a2_76w_0";"Medium tank"
"tracked_vehicles/us_m4a2_76w_1";"Medium tank"
"tracked_vehicles/us_m4a2_76w_2";"Medium tank"
#
"tracked_vehicles/us_m5a1_stuart6_0";"Light tank"
"tracked_vehicles/us_m5a1_stuart6_1";"Light tank"
"tracked_vehicles/us_m5a1_stuart6_2";"Light tank"
#
"tracked_vehicles/us_priest_m7_0";"Medium tank"
"tracked_vehicles/us_priest_m7_1";"Medium tank"
"tracked_vehicles/us_priest_m7_2";"Medium tank"
#
"tracked_vehicles/ussr_bt7_0";"Light tank"
"tracked_vehicles/ussr_bt7_1";"Light tank"
"tracked_vehicles/ussr_bt7_2";"Light tank"
#
"tracked_vehicles/ussr_is2_0";"Heavy tank"
"tracked_vehicles/ussr_is2_1";"Heavy tank"
"tracked_vehicles/ussr_is2_2";"Heavy tank"
#
"tracked_vehicles/ussr_kv1_0";"Heavy tank"
"tracked_vehicles/ussr_kv1_1";"Heavy tank"
"tracked_vehicles/ussr_kv1_2";"Heavy tank"
#
"tracked_vehicles/ussr_kv1s_0";"Heavy tank"
"tracked_vehicles/ussr_kv1s_1";"Heavy tank"
"tracked_vehicles/ussr_kv1s_2";"Heavy tank"
#
"tracked_vehicles/ussr_kv2_0";"Heavy tank"
"tracked_vehicles/ussr_kv2_1";"Heavy tank"
"tracked_vehicles/ussr_kv2_2";"Heavy tank"
#
"tracked_vehicles/ussr_isu152_0";"SPG"
"tracked_vehicles/ussr_isu152_1";"SPG"
"tracked_vehicles/ussr_isu152_2";"SPG"
#
"tracked_vehicles/ussr_su100_0";"SPG"
"tracked_vehicles/ussr_su100_1";"SPG"
"tracked_vehicles/ussr_su100_2";"SPG"
#
"tracked_vehicles/ussr_su76_0";"SPG"
"tracked_vehicles/ussr_su76_2";"SPG"
#
"tracked_vehicles/ussr_su85_0";"SPG"
"tracked_vehicles/ussr_su85_1";"SPG"
"tracked_vehicles/ussr_su85_2";"SPG"
#
"tracked_vehicles/ussr_t34_85_0";"Medium tank"
"tracked_vehicles/ussr_t34_85_1";"Medium tank"
"tracked_vehicles/ussr_t34_85_2";"Medium tank"
#
"tracked_vehicles/ussr_t34_mode41_0";"Medium tank"
"tracked_vehicles/ussr_t34_mode41_1";"Medium tank"
"tracked_vehicles/ussr_t34_mode41_2";"Medium tank"
#
"tracked_vehicles/ussr_t34_mode43_0";"Medium tank"
"tracked_vehicles/ussr_t34_mode43_1";"Medium tank"
"tracked_vehicles/ussr_t34_mode43_2";"Medium tank"
#
"tracked_vehicles/ussr_t60_0";"Light tank"
"tracked_vehicles/ussr_t60_1";"Light tank"
"tracked_vehicles/ussr_t60_2";"Light tank"
#
"tracked_vehicles/ussr_t70m_0";"Light tank"
"tracked_vehicles/ussr_t70m_1";"Light tank"
"tracked_vehicles/ussr_t70m_2";"Light tank"
#
"soldier";"Soldier"
#
"ussr_ai_sam_launcher_s_75_0";"S-75 Dvina | SA-2 Guideline | Surface-to-Air Missile Launcher"
"ussr_ai_sam_launcher_s_75_1";"SA-2 Guideline SAM Launcher"
"ussr_ai_sam_launcher_s_75_2";"SA-2 Guideline"
#
"ussr_ai_sam_radar_p_12_0";"P-12 Yeinsei | Spoon Rest A | Early Warning/Target Acquisition Radar"
"ussr_ai_sam_radar_p_12_1";"P-12 Spoon Rest Early Warning Radar"
"ussr_ai_sam_radar_p_12_2";"P-12 Spoon Rest"
#
"ussr_ai_sam_radar_snr_75_0";"SNR-75 | Fan Song A | Fire Control/Tracking Radar"
"ussr_ai_sam_radar_snr_75_1";"SNR-75 Fan Song Target Tracking Radar"
"ussr_ai_sam_radar_snr_75_2";"SNR-75 Fan Song"
#
us_ai_aew_radar_tps_59_0;AN/TPS-59 Seek Igloo
us_ai_aew_radar_tps_59_1;AN/TPS-59 Seek Igloo
us_ai_aew_radar_tps_59_2;AN/TPS-59
#
us_ai_sam_radar_cwar_0;AN/MPQ-55 ICWAR
us_ai_sam_radar_cwar_1;AN/MPQ-55 ICWAR
us_ai_sam_radar_cwar_2;AN/MPQ-55
#
us_ai_sam_radar_an_mpq_53_0;AN/MPQ-53 Patriot
us_ai_sam_radar_an_mpq_53_1;AN/MPQ-53 Patriot
us_ai_sam_radar_an_mpq_53_2;AN/MPQ-53
#
us_ai_sam_radar_an_mpq_46_0;AN/MPQ-46 HiPIR
us_ai_sam_radar_an_mpq_46_1;AN/MPQ-46 HiPIR
us_ai_sam_radar_an_mpq_46_2;AN/MPQ-46
#
ussr_ai_aew_radar_55j6_0;55Zh6 Nebo (S-300 Favorit)
ussr_ai_aew_radar_55j6_1;55Zh6 Nebo (S-300 Favorit)
ussr_ai_aew_radar_55j6_2;55Zh6 (S-300 Favorit)
#
ussr_ai_sam_radar_5n64s_0;5N64S Big Bird (S-300 Favorit)
ussr_ai_sam_radar_5n64s_1;5N64S Big Bird (S-300 Favorit)
ussr_ai_sam_radar_5n64s_2;5N64S (S-300)
#
ussr_ai_sam_radar_5n63s_0;5N63S Flap Lid (S-300 Favorit)
ussr_ai_sam_radar_5n63s_1;5N63S Flap Lid (S-300 Favorit)
ussr_ai_sam_radar_5n63s_2;5N63S (S-300)
#
ussr_ai_sam_radar_9s18_0;9S18 Kupol (9K37 Buk)
ussr_ai_sam_radar_9s18_1;9S18 Kupol (9K37 Buk)
ussr_ai_sam_radar_9s18_2;9S18 (9K37)
#
us_ai_mlrs_m270_0;M270 MLRS
us_ai_mlrs_m270_1;M270 MLRS
us_ai_mlrs_m270_2;MLRS
#
ussr_ai_mlrs_9a52_2_smerch_0;"9A52-2 ""Smerch"" MLRS"
ussr_ai_mlrs_9a52_2_smerch_1;"""Smerch"" MLRS"
ussr_ai_mlrs_9a52_2_smerch_2;MLRS
#
ussr_ai_tbm_9k79_tochka_0;"9K79 ""Tochka"" tactical ballistic missile"
ussr_ai_tbm_9k79_tochka_1;"""Tochka"" TBM"
ussr_ai_tbm_9k79_tochka_2;TBM
#
us_ai_tbm_m752_lance_0;"MGM-52 ""Lance"" tactical ballistic missile"
us_ai_tbm_m752_lance_1;"""Lance"" TBM"
us_ai_tbm_m752_lance;TBM
#
us_ai_sam_launcher_m901_0;M901 Launching Station
us_ai_sam_launcher_m901_1;M901 Launching Station
us_ai_sam_launcher_m901_2;M901 LS
#
us_ai_sam_launcher_m192_0;M192 Hawk
us_ai_sam_launcher_m192_1;M192 Hawk
us_ai_sam_launcher_m192_2;M192
#
ussr_ai_sam_launcher_5p85se_0;5P85S (S-300 Favorit)
ussr_ai_sam_launcher_5p85se_1;5P85S (S-300 Favorit)
ussr_ai_sam_launcher_5p85se_2;5P85S (S-300)
#
ussr_ai_sam_launcher_9a310_0;9A310 (9K37 Buk)
ussr_ai_sam_launcher_9a310_1;9A310 (9K37 Buk)
ussr_ai_sam_launcher_9a310_2;9A310 (9K37)
