"<ID|readonly|noverify>";"<English>"
"i-153_m62_0";"N. Polikarpov OKB | I-15 Chaika | Type 3 | M-62 Engine (1939)"
"i-153_m62_1";"I-15-3/M-62 Chaika"
"i-153_m62_2";"I-15-3/M-62"
#
"bb-1_shop";"BB-1"
"bb-1_0";"OKB-51 Sukhoi | Blizhniy Bombardirovschik-1 | 1939 Su-2 Prototype"
"bb-1_1";"BB-1"
"bb-1_2";"BB-1"
#
"pe-3_early_shop";"Pe-3 Peshka (1941)"
"pe-3_early_0";"NKVD Central Design Bureau №29 ""Petlyakov"" | Pe-3 Peshka (1941)"
"pe-3_early_1";"Pe-3 Peshka (1941)"
"pe-3_early_2";"Pe-3 (1941)"
#
"pe-3_shop";"Pe-3 Peshka (1942)"
"pe-3_0";"NKVD Central Design Bureau №29 ""Petlyakov"" | Pe-3 Peshka (1942)"
"pe-3_1";"Pe-3 Peshka (1942)"
"pe-3_2";"Pe-3 (1942)"
#
"yak_2_kabb_shop";"Yak-2 KABB"
"yak_2_kabb_0";"OKB-115 ""Yakovlev"" | Yak-2 | Kombinirovnnoy Artilleriysko Bombardirovochnoy Batareyey (1940)"
"yak_2_kabb_1";"Yak-2 KABB"
"yak_2_kabb_2";"Yak-2 KABB"
#
"sb_2m_100_shop";"SB (1936)"
"sb_2m_100_0";"OKB-156 ""Tupolev"" | Skorostnoi Bombardirovschik (1936)"
"sb_2m_100_1";"SB (1936)"
"sb_2m_100_2";"SB (1936)"
#
"sb_2m_103c_shop";"SB (1938)"
"sb_2m_103c_0";"OKB-156 ""Tupolev"" | Skorostnoi Bombardirovschik (1938)"
"sb_2m_103c_1";"SB (1938)"
"sb_2m_103c_2";"SB (1938)"
#
"yak-4_shop";"Yak-4"
"yak-4_0";"OKB-115 ""Yakovlev"" | Yak-4"
"yak-4_1";"Yak-4"
"yak-4_2";"Yak-4"
#
"ar_2_shop";"Ar-2"
"ar_2_0";"Tsentral'nyy Aerogidrodinamicheskiy Institut (TsAGI) | Ar-2"
"ar_2_1";"Ar-2"
"ar_2_2";"Ar-2"
#
"sb_2m_103u_shop";"SB-2M (1940)"
"sb_2m_103u_0";"OKB-156 ""Tupolev"" | Skorostnoi Bombardirovschik-2M (1940)"
"sb_2m_103u_1";"SB-2M (1940)"
"sb_2m_103u_2";"SB-2M (1940)"
#
"sb_2m_105_shop";"SB-2M (1941)"
"sb_2m_105_0";"OKB-156 ""Tupolev"" | Skorostnoi Bombardirovschik-2M (1941)"
"sb_2m_105_1";"SB-2M (1941)"
"sb_2m_105_2";"SB-2M (1941)"
#
"po-2_shop";"Po-2 Kukuruznik"
"po-2_0";"N. Polikarpov OKB | Po-2 Kukuruznik (1929)"
"po-2_1";"Po-2 Kukuruznik"
"po-2_2";"Po-2"
#
"po-2m_shop";"Po-2M Kukuruznik"
"po-2m_0";"N. Polikarpov OKB | Po-2M Kukuruznik (1931)"
"po-2m_1";"Po-2M Kukuruznik "
"po-2m_2";"Po-2M"
#
"su-2_m82_shop";"Su-2/M-82"
"su-2_m82_0";"OKB-51 Sukhoi | Su-2 | M-82 Engine"
"su-2_m82_1";"Su-2/M-82"
"su-2_m82_2";"Su-2/M-82"
#
"su-2_mv5_shop";"Su-2 MV-5"
"su-2_mv5_0";"OKB-51 Sukhoi | Su-2 | MV-5 Dorsal Turret"
"su-2_mv5_1";"Su-2 MV-5"
"su-2_mv5_2";"Su-2 MV-5"
#
"su-2_tss1_shop";"Su-2 TSS-1"
"su-2_tss1_0";"OKB-51 Sukhoi | Su-2 | TSS-1 Turret"
"su-2_tss1_1";"Su-2 TSS-1"
"su-2_tss1_2";"Su-2 TSS-1"
#
"mbr-2_shop";"MBR-2bis Korova"
"mbr-2_0";"OKB-49 Beriev | MBR-2bis Korova (1935)"
"mbr-2_1";"MBR-2bis Korova"
"mbr-2_2";"MBR-2bis"
#
"i-15bis_krasnolutsky_shop";"I-15bis [Krasnolutsky]"
"i-15bis_krasnolutsky_0";"N. Polikarpov OKB | Krasnolutsky's I-15bis (1938)"
"i-15bis_krasnolutsky_1";"I-15bis [Krasnolutsky]"
"i-15bis_krasnolutsky_2";"I-15bis [Krasnolutsky]"
#
"pby-5a_shop";"▂PBY-5A Catalina"
"pby-5a_0";"▂Consolidated Aircraft | PBY-5A Catalina"
"pby-5a_1";"▂PBY-5A Catalina"
"pby-5a_2";"▂PBY-5A"
#
"hp52_hampden_tbmk1_ussr_utk1_shop";"▂Hampden Mk.I UTK-1"
"hp52_hampden_tbmk1_ussr_utk1_0";"▂Handley Page | HP.52 Hampden | Mk.I | UTK-1 Dorsal Turret"
"hp52_hampden_tbmk1_ussr_utk1_1";"▂Hampden Mk.I UTK-1"
"hp52_hampden_tbmk1_ussr_utk1_2";"▂Hampden Mk.I UTK-1"
#
"i-153_m62_zhukovskiy_shop";"I-153 Chaika [Zhukovsky]"
"i-153_m62_zhukovskiy_0";"N. Polikarpov OKB | Zhukovsky's I-15 Chaika | Type 3 (1939)"
"i-153_m62_zhukovskiy_1";"I-153 Chaika [Zhukovsky]"
"i-153_m62_zhukovskiy_2";"I-153 [Zhukovsky]"
#
"p-40e_ussr_shop";"☭P-40E-1 Kittyhawk"
"p-40e_ussr_0";"☭Curtiss-Wright Corporation | P-40E-1 Kittyhawk | Block 1"
"p-40e_ussr_1";"☭P-40E-1 Kittyhawk"
"p-40e_ussr_2";"☭P-40E-1"
#
"i_29_shop";"I-29"
"i_29_0";"OKB-115 ""Yakovlev"" | I-29 (1940)"
"i_29_1";"I-29"
"i_29_2";"I-29"
#
"hurricanemkii_ussr_shop";"☭Hurricane Mk.IIB"
"hurricanemkii_ussr_0";"☭Hawker Aircraft | Hurricane | Mk.IIB"
"hurricanemkii_ussr_1";"☭Hurricane Mk.IIB"
"hurricanemkii_ussr_2";"☭Hurricane Mk.IIB"
#
"il_2_m82_shop";"Il-2/M-82IR Sturmovik"
"il_2_m82_0";"OKB-39 ""Ilyushin"" | Il-2 Sturmovik | M-82IR Engine"
"il_2_m82_1";"Il-2/M-82IR Sturmovik "
"il_2_m82_2";"Il-2/M-82IR"
#
"i-153p_shop";"I-153P Chaika"
"i-153p_0";"N. Polikarpov OKB | I-15 Chaika | Type 3 | Pushechnyy"
"i-153p_1";"I-153P Chaika"
"i-153p_2";"I-153P"
#
"i_180_shop";"I-180S"
"i_180_0";"N. Polikarpov OKB | I-180S"
"i_180_1";"I-180S"
"i_180_2";"I-180S"
#
"p-39k_1_shop";"☭P-39K-1 Aircobra"
"p-39k_1_0";"☭Bell Aircraft | P-39K-1 Aircobra | Model 26A"
"p-39k_1_1";"☭P-39K-1 Aircobra"
"p-39k_1_2";"☭P-39K-1"
#
"lagg-3-34_shop";"LaGG-3-34"
"lagg-3-34_0";"OKB-301 ""Lavochkin"" | LaGG-3 | 34th Series"
"lagg-3-34_1";"LaGG-3-34"
"lagg-3-34_2";"LaGG-3-34"
#
"lagg-i-301_shop";"I-301"
"lagg-i-301_0";" OKB-301 ""Lavochkin"" | I-301 | 1940 LaGG-3 Prototype"
"lagg-i-301_1";"I-301"
"lagg-i-301_2";"I-301"
#
"yak-1_early_shop";"Yak-1"
"yak-1_early_0";"OKB-115 ""Yakovlev"" | Yak-1"
"yak-1_early_1";"Yak-1"
"yak-1_early_2";"Yak-1"
#
"yak-1b_shop";"Yak-1B"
"yak-1b_0";"OKB-115 ""Yakovlev"" | Yak-1B"
"yak-1b_1";"Yak-1B"
"yak-1b_2";"Yak-1B"
#
"yak-7b_shop";"Yak-7B"
"yak-7b_0";"OKB-115 ""Yakovlev"" | Yak-7B"
"yak-7b_1";"Yak-7B"
"yak-7b_2";"Yak-7B"
#
"yak-9_shop";"Yak-9 "
"yak-9_0";"OKB-115 ""Yakovlev"" | Yak-9"
"yak-9_1";"Yak-9 "
"yak-9_2";"Yak-9"
#
"yak-9b_shop";"Yak-9B"
"yak-9b_0";"OKB-115 ""Yakovlev"" | Yak-9B"
"yak-9b_1";"Yak-9B"
"yak-9b_2";"Yak-9B"
#
"mig_3_series_1_15_bk_pod_shop";"I-230 (BK)"
"mig_3_series_1_15_bk_pod_0";"OKB-155 ""Mikoyan i Gurevich"" | I-230 | MiG-3U Prototype | BK Gunpods"
"mig_3_series_1_15_bk_pod_1";"I-230 (BK)"
"mig_3_series_1_15_bk_pod_2";"I-230 (BK)"
#
"mig_3_series_34_shop";"MiG-3-34"
"mig_3_series_34_0";"OKB-155 ""Mikoyan i Gurevich"" | MiG-3 | 34th Series"
"mig_3_series_34_1";"MiG-3-34"
"mig_3_series_34_2";"MiG-3-34"
#
"i-16_type27_shop";"I-16-27 Ishak"
"i-16_type27_0";"N. Polikarpov OKB | I-16 Ishak | Type 27"
"i-16_type27_1";"I-16-27 Ishak"
"i-16_type27_2";"I-16-27"
#
"lagg-3-8_shop";"LaGG-3-8"
"lagg-3-8_0";"OKB-301 ""Lavochkin"" | LaGG-3 | 8th Series"
"lagg-3-8_1";"LaGG-3-8"
"lagg-3-8_2";"LaGG-3-8"
#
"lagg-3-11_shop";"LaGG-3-11"
"lagg-3-11_0";"OKB-301 ""Lavochkin"" | LaGG-3 | 11th Series"
"lagg-3-11_1";"LaGG-3-11"
"lagg-3-11_2";"LaGG-3-11"
#
"lagg-3-35_shop";"LaGG-3-35"
"lagg-3-35_0";"OKB-301 ""Lavochkin"" | LaGG-3 | 35th Series"
"lagg-3-35_1";"LaGG-3-35"
"lagg-3-35_2";"LaGG-3-35"
#
"lagg-3-66_shop";"LaGG-3-66"
"lagg-3-66_0";"OKB-301 ""Lavochkin"" | LaGG-3 | 66th Series"
"lagg-3-66_1";"LaGG-3-66"
"lagg-3-66_2";"LaGG-3-66"
#
"la-5_type37_early_shop";"La-5"
"la-5_type37_early_0";"OKB-301 ""Lavochkin"" | La-5"
"la-5_type37_early_1";"La-5"
"la-5_type37_early_2";"La-5"
#
"la-5_type39_shop";"La-5F"
"la-5_type39_0";"OKB-301 ""Lavochkin"" | La-5F"
"la-5_type39_1";"La-5F"
"la-5_type39_2";"La-5F"
#
"il_2_1941_shop";"Il-2 Sturmovik (1941)"
"il_2_1941_0";"OKB-39 ""Ilyushin"" | Il-2 Sturmovik (1941)"
"il_2_1941_1";"Il-2 Sturmovik (1941)"
"il_2_1941_2";"Il-2 (1941)"
#
"il-2i_shop";"Il-2 Sturmovik (1942)"
"il-2i_0";"OKB-39 ""Ilyushin"" | Il-2 Sturmovik (1942)"
"il-2i_1";"Il-2 Sturmovik (1942)"
"il-2i_2";"Il-2 (1942)"
#
"il_2_37_1943_shop";"Il-2M3M Sturmovik"
"il_2_37_1943_0";"OKB-39 ""Ilyushin"" | Il-2M Sturmovik | Type 3M"
"il_2_37_1943_1";"Il-2M3M Sturmovik"
"il_2_37_1943_2";"Il-2M3M"
#
"pe-3_bis_shop";"Pe-3bis Peshka"
"pe-3_bis_0";"NKVD Central Design Bureau №29 ""Petlyakov"" | Pe-3bis Peshka"
"pe-3_bis_1";"Pe-3bis Peshka"
"pe-3_bis_2";"Pe-3bis"
#
"db_3b_shop";"DB-3B"
"db_3b_0";"OKB-39 ""Ilyushin"" | Dalniy Bombardirovshchik-3B"
"db_3b_1";"DB-3B"
"db_3b_2";"DB-3B"
#
"il-4_shop";"Il-4 Bob"
"il-4_0";"OKB-39 ""Ilyushin"" | Il-4 Bob"
"il-4_1";"Il-4 Bob"
"il-4_2";"Il-4"
#
"pe-2-1_shop";"Pe-2-1 Peshka"
"pe-2-1_0";"NKVD Central Design Bureau №29 ""Petlyakov"" | Pe-2-1 Peshka"
"pe-2-1_1";"Pe-2-1 Peshka"
"pe-2-1_2";"Pe-2-1"
#
"su_30mk2v_venezuela_shop";"◡Su-30MK2 Flanker-G+"
"su_30mk2v_venezuela_0";"<color=@linkTextHoverColorLight>PAO Kompaniya ""Sukhoi""</color>
<color=@userlogColoredText>◡Su-30MK2</color>
<color=@commonTextColor>NATO Designation</color>: Flanker-G+"
"su_30mk2v_venezuela_1";"◡Su-30MK2 Flanker-G+"
"su_30mk2v_venezuela_2";"◡Su-30MK2"
#
"yak_1_litvyak_shop";"Yak-1 [Litvyak]"
"yak_1_litvyak_0";"OKB-115 S. A. Yakovlev
Litvyak's Yak-1"
"yak_1_litvyak_1";"Yak-1 [Litvyak]"
"yak_1_litvyak_2";"Yak-1 [Litvyak]"
#
mig_25pd_shop;MiG-25PD Foxbat-E
mig_25pd_0;"<color=@linkTextHoverColorLight>OKB-155 ""A.I. Mikoyana""</color>
<color=@userlogColoredText>MiG-25PD</color>
<color=@commonTextColor>NATO Designation</color>: Foxbat-E"
mig_25pd_1;MiG-25PD Foxbat-E
mig_25pd_2;MiG-25PD
#
su_30sm2_shop;Su-30SM2 Flanker-H
su_30sm2_0;"<color=@linkTextHoverColorLight>PAO Kompaniya ""Sukhoi""</color>
<color=@userlogColoredText>Su-30SM2</color>
<color=@commonTextColor>NATO Designation</color>: Flanker-H"
su_30sm2_1;Su-30SM2 Flanker-H
su_30sm2_2;Su-30SM2
#
mig_29_9_12_shop;MiG-29 Fulcrum-A
mig_29_9_12_0;"<color=@linkTextHoverColorLight>OKB-155 ""A.I. Mikoyana""</color>
<color=@userlogColoredText>MiG-29</color> | Izdeliye 9-12
<color=@commonTextColor>NATO Designation</color>: Fulcrum-A"
mig_29_9_12_1;MiG-29 Fulcrum-A
mig_29_9_12_2;MiG-29
#
mig_29m_9_15_shop;MiG-29M Fulcrum-E
mig_29m_9_15_0;"<color=@linkTextHoverColorLight>RSO Korporatsiya ""MiG""</color>
<color=@userlogColoredText>MiG-29M</color> | Izdeliye 9-15
<color=@commonTextColor>NATO Designation</color>: Fulcrum-E"
mig_29m_9_15_1;MiG-29M Fulcrum-E
mig_29m_9_15_2;MiG-29M
#
tu_95m_shop;Tu-95M Bear-A
tu_95m_0;"<color=@linkTextHoverColorLight>OKB-156 ""A.N. Tupolev""</color>
<color=@userlogColoredText>Tu-95M</color>
<color=@commonTextColor>NATO Designation</color>: Bear-A"
tu_95m_1;Tu-95M Bear-A
tu_95m_2;Tu-95M
#
mig_29kr_9_41r_shop;MiG-29KR Fulcrum-D
mig_29kr_9_41r_0;"<color=@linkTextHoverColorLight>RSO Korporatsiya ""MiG""</color>
<color=@userlogColoredText>MiG-29KR</color> | Izdeliye 9-41R
<color=@commonTextColor>NATO Designation</color>: Fulcrum-D"
mig_29kr_9_41r_1;MiG-29KR Fulcrum-D
mig_29kr_9_41r_2;MiG-29KR
#
yak_130_early_shop;Yak-130 Mitten
yak_130_early_0;"<color=@linkTextHoverColorLight>OAO ""OKB A. S. Yakovleva""</color>
<color=@userlogColoredText>Yak-130</color>
<color=@commonTextColor>NATO Designation</color>: Mitten"
yak_130_early_1;Yak-130 Mitten
yak_130_early_2;Yak-130
#
nt_tu_95m_shop;Tu-95M Bear-A
nt_tu_95m_0;"<color=@linkTextHoverColorLight>OKB-156 ""A.N. Tupolev""</color>
<color=@userlogColoredText>Tu-95M</color>
<color=@commonTextColor>NATO Designation</color>: Bear-A"
nt_tu_95m_1;Tu-95M Bear-A
nt_tu_95m_2;Tu-95M
#
nt_mig_23mld_shop;MiG-23MLD Flogger-K
nt_mig_23mld_0;"<color=@linkTextHoverColorLight>OKB-155 ""A.I. Mikoyana""</color>
<color=@userlogColoredText>MiG-23MLD</color> | Izdeliye 23-18
<color=@commonTextColor>NATO Designation</color>: Flogger-K "
nt_mig_23mld_1;MiG-23MLD Flogger-K
nt_mig_23mld_2;MiG-23MLD
#
nt_su_24m_shop;Su-24M Fencer-D
nt_su_24m_0;"<color=@linkTextHoverColorLight>PAO Kompaniya ""Sukhoi""</color>
<color=@userlogColoredText>Su-24M</color>
<color=@commonTextColor>NATO Designation</color>: Fencer-D"
nt_su_24m_1;Su-24M Fencer-D
nt_su_24m_2;Su-24M
#
nt_su_25t_shop;Su-25T Grach
nt_su_25t_0;"<color=@linkTextHoverColorLight>OKB-51 ""P.O. Sukhoi""</color>
<color=@userlogColoredText>Su-25T Grach</color>
<color=@commonTextColor>NATO Designation</color>: Frogfoot"
nt_su_25t_1;Su-25T Grach
nt_su_25t_2;Su-25T
#
db_lk_shop;DB-LK
db_lk_0;"<color=@linkTextHoverColorLight>Viktor Nikolayevich Belyaev</color>
<color=@userlogColoredText>DB-LK</color> | Dahl'niy Bombardirovshchik-LK"
db_lk_1;DB-LK
db_lk_2;DB-LK
#
tu-1_shop;Tu-1
tu-1_0;"OKB-156 ""Tupolev"" | Tu-1"
tu-1_1;Tu-1
tu-1_2;Tu-1
#
j_22m1a_shop;᛭J-22M1A Orao
j_22m1a_0;"Soko Vazduhoplovna Industrija, RO Vazduhoplovstvo
᛭J-22M1A Orao"
j_22m1a_1;᛭J-22M1A Orao
j_22m1a_2;᛭J-22M1A
#
"shop/group/ar_group";"Ar-2/SB-2"
"shop/group/db_3_group";"DB-3B/Il-4 Bob"
"shop/group/il-2i_group";"Il-2 Sturmovik"
"shop/group/la_5_group";"La-5/5F"
"shop/group/yak-9tk_group";"Yak-9T/K"
"shop/group/yak-3up_group";"Yak-3U/9UT"
"shop/group/il_28_group";"Il-28 Beagle"
"shop/group/la_200_group";"La-200/La-15"
"shop/group/su-7_group";"Su-7B/BKL Fitter"
"shop/group/mig-19_group";"MiG-19/MiG-21"
"shop/group/mig_27_group";"MiG-27 Flogger"
"shop/group/mig-23m_group";"MiG-23 Flogger"
"shop/group/mig-21_group";"MiG-21 Fishbed"
"shop/group/mig-15_group";"MiG-15 Fagot"
"shop/group/mig-9_group";"MiG-9 Fargo"
"shop/group/il-10_group";"Il-10 Beast"
"shop/group/yak-1_group";"Yak-1"
"shop/group/yak-9_group";"Yak-9/9B"
"shop/group/yak-3_group";"Yak-3/9U"
"shop/group/yak-9u_group";"Yak-9U"
"shop/group/er-2_ach30b_group";"Yer-2 (1940-41)"
"shop/group/lagg-3_late_group";"LaGG-3-35/66"
"shop/group/pe-2_early_group";"Pe-2 Peshka (Early)"
"shop/group/pe-2_late_group";"Pe-2 Peshka (Late)"
"shop/group/tu-2_group";"Tu-2"
"shop/group/er-2_late_group";"Yer-2 (1940-41)"
"shop/group/il-2m_group";"Il-2M Sturmovik"
"shop/group/lagg-3_group";"LaGG-3-8/11"
